source_id,ra,dec,phot_g_mean_mag,astrometric_params_solved,astrometric_gof_al,phot_bp_rp_excess_factor,mean_mag_g_fov,median_mag_g_fov,std_dev_mag_g_fov,in_vari_long_period_variable,in_vari_eclipsing_binary,in_vari_classification_result,in_vari_rrlyrae,in_vari_cepheid,in_vari_planetary_transit,in_vari_short_timescale,in_vari_long_period_variable2,in_vari_eclipsing_binary2,in_vari_rotation_modulation,in_vari_ms_oscillator,in_vari_agn,in_vari_microlensing,in_vari_compact_companion
3708666704902680064,187.88865434357933,6.583757617736068,18.679674,31,1.3398923,1.1821493,,,,,,,,,,,,,,,,,
3708666911061116800,187.87559514519901,6.597267197011927,20.40663,31,0.5191952,1.2300669,,,,,,,,,,,,,,,,,
3708668251090920960,187.92891681501996,6.611711596258011,19.715727,31,-2.4018433,1.146394,,,,,,,,,,,,,,,,,
3708671687064296832,188.01663650765198,6.650549193292865,16.944326,31,1.9922608,1.1942825,,,,,,,,,,,,,,,,,
3708674027822331648,188.12362198502603,6.7374735011729125,18.606668,31,-0.6379631,1.3753208,,,,,,,,,,,,,,,,,
3708675707153853440,188.05651918864132,6.74919464179375,20.552786,95,3.2568016,1.6385102,,,,,,,,,,,,,,,,,
3708676776601400448,187.9999678391638,6.7834017208193504,15.378686,31,0.5080751,1.2003607,,,,,,,,,,,,,,,,,
3708678009256210816,188.0356292758676,6.778819890667457,18.41868,31,-0.24481669,1.2659861,,,,,,,,,,,,,,,,,
3708698109703169152,188.21189475245876,6.80971939735417,19.23883,31,0.46094155,1.1497284,,,,,,,,,,,,,,,,,
3708700480525151232,188.30095328543683,6.895735017577971,20.479273,31,3.937378,1.2069659,,,,,,,,,,,,,,,,,
3708700480525154688,188.29808231963727,6.905193788857051,15.755238,31,5.6173496,1.2109119,,,,,,,,,,,,,,,,,
3708701030281047552,188.335964340912,6.9350492740582785,19.586084,95,1.1543404,1.4386207,,,,,,,,,,,,,,,,,
3708701339518591360,188.19234683518323,6.848791824588262,19.98901,95,1.275445,1.3060827,,,,,,,,,,,,,,,,,
3708701446893553024,188.1437435361641,6.837961477473167,14.261556,31,0.5184894,1.2014649,,,,,,,,,,,,,,,,,
3708703607261352576,188.2575931725632,6.920992622977254,16.647085,31,1.3348448,1.2164361,,,,,,,,,,,,,,,,,
3708704745428439168,188.1871642081155,6.94862274969308,15.967596,31,-0.94063807,1.1961591,,,,,,,,,,,,,,,,,
3708704745428794368,188.18872635262653,6.957798640589042,19.416716,95,1.0529218,1.1999379,,,,,,,,,,,,,,,,,
3708704844213749760,188.22522771778583,6.975294222952766,19.866478,95,2.140945,1.5612947,,,,,,,,,,,,,,,,,
